Name,Address,Cuisine Tags,Rating,Features,Opening Hours,Price Range,Detail URL,Reservation Link,Source URL
Briciola,Theater District,"Italian, Wine Bars, Tapas Bars",4.0,"allow Outdoor seating, allow Delivery, allow Takeout",Theater District,$11-30,https://www.yelp.com/biz/briciola-new-york?osq=Restaurants,https://www.yelp.com/biz/MOwB9YYd-Ko6nVgSB-ltQw?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=200
5ive Spice,Nolita,"Vietnamese, Tacos, Sandwiches",4.6,"allow Outdoor seating, allow Delivery, allow Takeout",Nolita,$11-30,https://www.yelp.com/biz/5ive-spice-new-york-2?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=200,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=200
P.S. Kitchen,Theater District,"Vegetarian, Bars, Vegan",4.3,"allow Outdoor seating, allow Delivery, allow Takeout",Theater District,$11-30,https://www.yelp.com/biz/p-s-kitchen-new-york-3?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=200,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=200
Potluck Club,Lower East Side,Chinese,4.5,"not allow Outdoor seating, allow Delivery, allow Takeout",,,https://www.yelp.com/biz/potluck-club-new-york-2?osq=Restaurants,https://www.yelp.com/biz/gNGxh97n0NZgYG1Q_no9Kg?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=200
Dim Sum Darling,Theater District,Food Court,4.9,"not allow Outdoor seating, allow Delivery, allow Takeout",,,https://www.yelp.com/biz/dim-sum-darling-new-york?osq=Restaurants,https://www.yelp.com/biz/x2OXYtkHbRTFz8a8ed6JuA?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=200
Tina’s Cuban Cuisine,Midtown West,Cuban,3.9,"allow Delivery, allow Takeout",Midtown West,$11-30,https://www.yelp.com/biz/tinas-cuban-cuisine-new-york-14?osq=Restaurants,https://www.yelp.com/biz/efxcTuq9Web2AWehfmYMQw?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=200
Potluck Club,Lower East Side,Chinese,4.5,"not allow Outdoor seating, allow Delivery, allow Takeout",,,https://www.yelp.com/biz/potluck-club-new-york-2?osq=Restaurants,https://www.yelp.com/biz/gNGxh97n0NZgYG1Q_no9Kg?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=210
Sant Ambroeus,Upper East Side,"Italian, Coffee & Tea, Breakfast & Brunch",3.9,"allow Outdoor seating, allow Delivery, allow Takeout",Upper East Side,$31-60,https://www.yelp.com/biz/sant-ambroeus-new-york?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=210,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=210
Dim Sum Darling,Theater District,Food Court,4.9,"not allow Outdoor seating, allow Delivery, allow Takeout",,,https://www.yelp.com/biz/dim-sum-darling-new-york?osq=Restaurants,https://www.yelp.com/biz/x2OXYtkHbRTFz8a8ed6JuA?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=210
Tina’s Cuban Cuisine,Midtown West,Cuban,3.9,"allow Delivery, allow Takeout",Midtown West,$11-30,https://www.yelp.com/biz/tinas-cuban-cuisine-new-york-14?osq=Restaurants,https://www.yelp.com/biz/efxcTuq9Web2AWehfmYMQw?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=210
Hold Fast Kitchen & Spirits,Midtown West,"American (New), Cocktail Bars, Breakfast & Brunch",4.7,"allow Outdoor seating, allow Takeout",Midtown West,$11-30,https://www.yelp.com/biz/hold-fast-kitchen-and-spirits-new-york?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=210,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=210
Hakurakuso,Midtown East,"Japanese, Sushi Bars",4.6,"not allow Outdoor seating, not allow Delivery, allow Takeout",,,https://www.yelp.com/biz/hakurakuso-new-york?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=210,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=210
Gotham West Market,Hell's Kitchen,Food Court,3.9,"allow Outdoor seating, allow Delivery, allow Takeout",Hell's Kitchen,$11-30,https://www.yelp.com/biz/gotham-west-market-new-york?osq=Restaurants,https://www.yelp.com/biz/bBDzXNM7Y7_8WE2Sm6R_ig?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=210
La Chilaquería - New York,Chelsea,"Mexican, Cafes",4.7,"allow Outdoor seating, not allow Delivery, allow Takeout",,,https://www.yelp.com/biz/la-chilaquer%C3%ADa-new-york-new-york?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=210,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=210
Akdeniz Mediterranean Cuisine,Midtown West,"Turkish, Mediterranean, Salad",4.1,"allow Delivery, allow Takeout",Midtown West,$11-30,https://www.yelp.com/biz/akdeniz-mediterranean-cuisine-new-york?osq=Restaurants,https://www.yelp.com/biz/v0LGazMDlyPX5ceLYpZyTg?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=210
The Woo,South Village,"Korean, Barbeque",4.1,"allow Outdoor seating, allow Delivery, allow Takeout",,,https://www.yelp.com/biz/the-woo-new-york-2?osq=Restaurants,https://www.yelp.com/biz/sHVnV3l2_mQefULh0mvwUA?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=210
Hey Yuet,Chelsea,"Dim Sum, Cantonese",4.4,"not allow Outdoor seating, allow Delivery, allow Takeout",Chelsea,$11-30,https://www.yelp.com/biz/hey-yuet-new-york?osq=Restaurants,https://www.yelp.com/biz/6YehBdKHcLDsvaewhcEjFQ?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=220
Zen Pot,Midtown West,Szechuan,4.5,"allow Delivery, allow Takeout",,,https://www.yelp.com/biz/zen-pot-new-york?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=220,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=220
La Pecora Bianca,Upper West Side,"Italian, Wine Bars, Breakfast & Brunch",4.0,"allow Delivery, allow Takeout",,,https://www.yelp.com/biz/la-pecora-bianca-new-york-9?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=220,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=220
Soba Noodle Azuma,Midtown West,"Noodles, Izakaya",4.0,"not allow Outdoor seating, allow Delivery, allow Takeout",Midtown West,$11-30,https://www.yelp.com/biz/soba-noodle-azuma-new-york-3?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=220,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=220
Papillon Bistro & Bar,Midtown East,"French, Brasseries, American (New)",3.3,"allow Outdoor seating, allow Delivery, allow Takeout",Midtown East,$11-30,https://www.yelp.com/biz/papillon-bistro-and-bar-new-york?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=220,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=220
Friedman’s Kitchen + Bar,Theater District,"American (New), Wine Bars",4.3,"allow Delivery, allow Takeout",,,https://www.yelp.com/biz/friedmans-kitchen-bar-new-york?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=220,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=220
The Milling Room,Upper West Side,"American (New), Wine Bars, Cocktail Bars",4.1,"allow Outdoor seating, allow Delivery, allow Takeout",Upper West Side,$31-60,https://www.yelp.com/biz/the-milling-room-new-york-2?osq=Restaurants,https://www.yelp.com/biz/PnGSE8JGbMZKtdHi9go7Kg?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=220
Bel Ami,Upper East Side,"French, Cafes, Sandwiches",4.0,"allow Outdoor seating, allow Delivery, allow Takeout",Upper East Side,$11-30,https://www.yelp.com/biz/bel-ami-new-york-2?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=220,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=220
Mr Mista Oh,Flatiron,Korean,4.5,"allow Outdoor seating, allow Delivery, allow Takeout",Flatiron,$11-30,https://www.yelp.com/biz/mr-mista-oh-new-york?osq=Restaurants,https://www.yelp.com/biz/md5mjDamLsh1uxHDU9PfGA?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=220
Bluestone Lane Upper East Side Café,Upper East Side,"Coffee & Tea, Breakfast & Brunch",3.8,"allow Outdoor seating, allow Delivery, allow Takeout",Upper East Side,$11-30,https://www.yelp.com/biz/bluestone-lane-upper-east-side-caf%C3%A9-new-york?osq=Restaurants,https://www.yelp.com/biz/7gbWC5D0y0ZTUF-WDLwuYw?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=220
Isla & Co,Midtown West,"Australian, Cocktail Bars, Seafood",4.6,"allow Outdoor seating, allow Delivery, allow Takeout",,,https://www.yelp.com/biz/isla-and-co-new-york-3?osq=Restaurants,https://www.yelp.com/biz/HWf1Y00FrxAVMJXrlRYdhw?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=230
Raosu Hotpot & Sushi,Midtown West,"Hot Pot, Sushi Bars, Asian Fusion",4.3,"allow Delivery, allow Takeout",,,https://www.yelp.com/biz/raosu-hotpot-and-sushi-new-york?osq=Restaurants,https://www.yelp.com/reservations/raosu-hotpot-and-sushi-new-york,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=230
Jajaja Mexicana,Chelsea,"Mexican, Bars",4.4,"allow Delivery, allow Takeout",,,https://www.yelp.com/biz/jajaja-mexicana-new-york?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=230,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=230
Bird Dog,West Village,"Southern, Tuscan",4.5,"allow Outdoor seating, allow Delivery, allow Takeout",,,https://www.yelp.com/biz/bird-dog-new-york?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=230,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=230
bōm,Flatiron,Korean,5.0,,,,https://www.yelp.com/biz/b%C5%8Dm-new-york-3?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=230,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=230
District Social,Midtown West,"Bars, American (New)",4.1,,Midtown West,$11-30,https://www.yelp.com/biz/district-social-new-york?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=230,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=230
Udon Lab,Koreatown,"Noodles, Japanese, Sushi Bars",3.9,"allow Delivery, allow Takeout",Koreatown,$11-30,https://www.yelp.com/biz/udon-lab-new-york?osq=Restaurants,https://www.yelp.com/biz/kjItczuC-FQa-nECT9VF8A?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=230
K’Far,Williamsburg - North Side,"Breakfast & Brunch, Bagels, Middle Eastern",4.5,"allow Outdoor seating, allow Takeout",,,https://www.yelp.com/biz/kfar-brooklyn?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=230,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=230
Laser Wolf,Williamsburg - North Side,"Middle Eastern, Desserts, Cocktail Bars",4.4,,Williamsburg - North Side,$31-60,https://www.yelp.com/biz/laser-wolf-brooklyn-2?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=230,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=230
Ichibantei,East Village,"Japanese, Steakhouses",3.9,"allow Outdoor seating, allow Delivery, allow Takeout",East Village,$11-30,https://www.yelp.com/biz/ichibantei-new-york?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=230,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=230
