Name,Address,Cuisine Tags,Rating,Features,Price Range,Detail URL,Reservation Link,Source URL
Nostrand Cafe,Bedford Stuyvesant,"Korean, Breakfast & Brunch, Coffee Roasteries",4.4,,$$,https://www.yelp.com/biz/nostrand-cafe-brooklyn?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=20,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=20
Amy Thai Bistro,Prospect Lefferts Gardens,Thai,4.5,"× Outdoor seating, √ Delivery, √ Takeout",$$,https://www.yelp.com/biz/amy-thai-bistro-brooklyn?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=20,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=20
Mama Fox,Bedford Stuyvesant,"American (New), Cocktail Bars",4.1,"√ Outdoor seating, √ Delivery, √ Takeout",$$,https://www.yelp.com/biz/mama-fox-brooklyn?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=20,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=20
Klom Klorm,Bushwick,Thai,4.3,"√ Outdoor seating, √ Delivery, √ Takeout",$$,https://www.yelp.com/biz/klom-klorm-brooklyn?osq=Restaurants,https://www.yelp.com/biz/n20BmzZ-KGd0RCKcPGRv1A?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=30
Mama Kitchen,Bedford Stuyvesant,"Kosher, Middle Eastern",4.6,"√ Delivery, √ Takeout",,https://www.yelp.com/biz/mama-kitchen-brooklyn?osq=Restaurants,https://www.yelp.com/biz/K2QvVZ1mXc1xZdA0NLlf9Q?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=30
Bonafini,Prospect Lefferts Gardens,"Breakfast & Brunch, Italian",4.2,"√ Outdoor seating, √ Delivery, √ Takeout",$$,https://www.yelp.com/biz/bonafini-brooklyn-2?osq=Restaurants,https://www.yelp.com/biz/wnyX_yg4ddSDkupwFKftIA?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=30
Nostrand Cafe,Bedford Stuyvesant,"Korean, Breakfast & Brunch, Coffee Roasteries",4.4,,$$,https://www.yelp.com/biz/nostrand-cafe-brooklyn?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=30,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=30
Mama Fox,Bedford Stuyvesant,"American (New), Cocktail Bars",4.1,"√ Outdoor seating, √ Delivery, √ Takeout",$$,https://www.yelp.com/biz/mama-fox-brooklyn?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=30,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=30
Uotora,Crown Heights,"Japanese, Sushi Bars",4.4,"√ Outdoor seating, √ Delivery, √ Takeout",$$$$,https://www.yelp.com/biz/uotora-brooklyn?osq=Restaurants,https://www.yelp.com/biz/LjAt-SP7BwIpp56TZHVsWA?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=30
D’Antan|vino Naturale & cucina Italiana,Crown Heights,"Italian, Wine Bars",4.4,√ Outdoor seating,,https://www.yelp.com/biz/d-antan-vino-naturale-and-cucina-italiana-brooklyn?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=30,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=30
Colina Cuervo,Crown Heights,"Cafes, Latin American, Coffee & Tea",4.5,"√ Outdoor seating, √ Delivery, √ Takeout",$$,https://www.yelp.com/biz/colina-cuervo-brooklyn?osq=Restaurants,https://www.yelp.com/biz/lj1dgpWHiymVFNWp3vzC1A?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=30
High Lúa Vietnamese Kitchen,Williamsburg - South Side,Vietnamese,4.3,"√ Outdoor seating, √ Delivery, √ Takeout",$$,https://www.yelp.com/biz/high-l%C3%BAa-vietnamese-kitchen-brooklyn?osq=Restaurants,https://www.yelp.com/biz/gl9UKHI6G-JhIBjjLFOhYA?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=30
Daughter,Crown Heights,"Cafes, Desserts, Wine Bars",4.6,,,https://www.yelp.com/biz/daughter-brooklyn?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=30,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=30
Winona’s,Bedford Stuyvesant,American (Traditional),4.6,√ Outdoor seating,,https://www.yelp.com/biz/winonas-brooklyn?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=40,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=40
Ras Plant Based,Crown Heights,"Ethiopian, Vegan, Vegetarian",4.8,"√ Outdoor seating, √ Delivery, √ Takeout",$$,https://www.yelp.com/biz/ras-plant-based-brooklyn?osq=Restaurants,https://www.yelp.com/biz/roT-M9epcHDOGjYgGmWpoA?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=40
Chef Katsu Brooklyn,Clinton Hill,"Pop-Up Restaurants, Burgers, Cooking Classes",4.4,"√ Outdoor seating, √ Delivery, √ Takeout",$$,https://www.yelp.com/biz/chef-katsu-brooklyn-brooklyn?osq=Restaurants,https://www.yelp.com/biz/hjCZ_yYicZPDTdnYJkrAeQ?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=40
The Monkey King,Bushwick,"Chinese, Asian Fusion, Bangladeshi",4.5,"√ Outdoor seating, √ Delivery, √ Takeout",$$,https://www.yelp.com/biz/the-monkey-king-brooklyn-2?osq=Restaurants,https://www.yelp.com/biz/4npQPrRezdLIkKWMdXpjFA?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=40
& Sons,Prospect Lefferts Gardens,"Wine Bars, American (New), Tapas/Small Plates",4.6,"√ Delivery, √ Takeout",,https://www.yelp.com/biz/and-sons-brooklyn?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=40,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=40
Newyorktitlan,Bushwick,"New Mexican Cuisine, Breakfast & Brunch, Cafeteria",4.7,"× Outdoor seating, √ Delivery, √ Takeout",$$,https://www.yelp.com/biz/newyorktitlan-brooklyn?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=40,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=40
Sweet Catch,Prospect Lefferts Gardens,Seafood,4.1,,$$$,https://www.yelp.com/biz/sweet-catch-brooklyn?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=40,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=40
The Little Pig,Boerum Hill,"Tapas/Small Plates, Cocktail Bars, Beer Bar",4.6,"√ Outdoor seating, × Delivery, × Takeout",,https://www.yelp.com/biz/the-little-pig-brooklyn?osq=Restaurants,https://www.yelp.com/reservations/the-little-pig-brooklyn,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=40
The Rum Bar,Crown Heights,"Cocktail Bars, Caribbean",4.5,"√ Outdoor seating, × Delivery, √ Takeout",,https://www.yelp.com/biz/the-rum-bar-brooklyn?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=40,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=40
Mao Mao,Bedford Stuyvesant,Thai,3.8,"√ Outdoor seating, √ Delivery, √ Takeout",$$,https://www.yelp.com/biz/mao-mao-brooklyn?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=40,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=40
Stella’s,Park Slope,Caribbean,4.6,"× Outdoor seating, √ Delivery, √ Takeout",$$,https://www.yelp.com/biz/stellas-brooklyn-2?osq=Restaurants,https://www.yelp.com/biz/-Q6u3AkGnfxuOQl_o8prDQ?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=50
BOM with the Wind,Fort Greene,"Cocktail Bars, Korean, Tapas/Small Plates",4.4,"√ Outdoor seating, √ Delivery, √ Takeout",,https://www.yelp.com/biz/bom-with-the-wind-brooklyn?osq=Restaurants,https://www.yelp.com/reservations/bom-with-the-wind-brooklyn,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=50
Emily,Clinton Hill,American (Traditional),4.0,"√ Delivery, √ Takeout",$$,https://www.yelp.com/biz/emily-brooklyn-2?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=50,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=50
